Season,TID,OffScore,DefScore,OverallScore,BalanceScore,OffScoreW,DefScoreW,OverallScoreW,BalanceScoreW,MinOffScore,MaxOffScore,MinDefScore,MaxDefScore,MinOverallScore,MaxOverallScore,MinBalanceScore,MaxBalanceScore,Height,Weight,BMI,HQP,MQP,LQP,Pos1Q,Pos3Q,Pos5Q
2012,1115,41.91608604315461,42.1818343069386,41.41781346868925,47.85449089356164,45.66546813112622,47.63422886847966,46.60083620151947,49.14804356520289,31.160183966837284,65.22371471992903,21.272416016193546,66.96145031341158,27.891677875610984,67.75977482276524,34.77543297510228,61.49813059262202,75.80542682729461,200.62245179204055,24.613389253880165,1.0,3.75,0.0,44.83734562390217,49.50410532193123,0.0
2012,1116,54.984768318399574,55.895838568222004,56.36055200750977,56.1648774262115,58.07412824888974,56.56201698137649,58.405606974696525,56.44010061852551,33.94978204666546,93.09167868360063,42.593226638053864,96.19028909911651,39.44513696709282,100.33939445513093,33.56498052711943,88.20191461521242,76.92601990575889,206.3628808320473,24.492893370125167,4.0,6.25,0.0,53.736822998541236,64.46444112425895,0.0
2012,1117,47.20204974201461,47.756841939493256,47.56192977476067,49.406533697626166,50.20387733969982,50.98710516589004,50.48327174190345,45.3494826463456,24.482764072876932,84.20185102855845,25.819254122468468,69.9134311574142,27.340389311448444,78.2130138657661,37.6201047450404,70.52314060771198,75.77045317657046,197.71507233412905,24.239438304320863,2.0,5.25,1.0,50.09199240907297,51.54163167476181,0.0
2012,1119,45.506628903702556,43.007895907463954,43.70016919113753,54.97873507814472,48.34830745867233,44.17396760582278,46.14228464511708,55.58735174335736,26.92830381387623,72.85667032120914,30.5614015796419,55.35691158885351,24.946072319353046,66.24241073935858,35.98372663665506,87.24393179172273,74.26694943737144,191.3340682682871,24.473570649827145,2.0,4.25,1.0,43.33695199988939,53.57712170421868,0.0
2012,1120,42.88140406108686,52.94910243228574,47.00219881801264,49.49874522278351,46.08952346201609,56.45485947508889,50.587342908258165,48.28834694590232,22.25092327414684,62.48123578432493,34.20290923192473,109.79902155081001,26.83421141862314,82.3651675404746,23.856406805451055,76.63032502716094,75.85317054566046,209.8390052746654,25.673841792058774,0.0,5.75,2.0,47.37089502117563,58.777186867490414,47.52252654281759
2012,1122,42.134541032354264,42.40052672090654,42.109513174058016,54.33850962539668,46.57215351355056,45.759103196919476,46.67145658689626,54.77357325311196,22.457952901786072,60.23354689301371,30.09358782599735,67.69131361925506,24.274459614963558,67.00160420782146,42.65123037458692,67.87379518491308,75.29993131786928,188.85355121010605,23.410134978250657,1.0,3.5,0.0,44.802544534239445,53.47333454206761,0.0
2012,1123,47.76483355525999,49.30337541055842,47.99131480026082,44.13611472824617,53.69844605142345,51.53635622570428,52.86215457319015,43.187499219123545,27.84362924268162,74.00046060637601,30.96859912136242,86.7020531836597,26.642490908599427,84.4532386464418,34.15780523936982,58.14682877528581,75.75517646362943,204.7266762013529,25.036535208832486,2.0,4.5,0.0,45.700878148912544,65.57875216473957,0.0
2012,1124,62.48099516520111,63.25923990170209,64.09340740007599,51.41552900321519,69.60584991165922,66.17918685053976,69.71382828249358,51.49479265597864,33.405086876375904,105.66552415622826,34.51786378423889,89.01166843753634,33.72347210023982,91.49213635620896,24.25477345699579,78.7611534987589,77.3556307697805,206.37023555301624,24.26290541115011,5.0,6.5,0.0,61.51337895362291,74.68908868909332,0.0
2012,1125,64.19387121115756,50.970239260277815,58.257734625921124,43.796198986473534,69.87406174751003,50.505725867184815,60.58460781518027,40.48817861107919,41.561571581713046,93.48822372308089,35.86633947091532,58.29010028113592,46.28546557830256,74.47809348476241,24.153224629881915,73.47355462841352,76.421334018373,199.72986303443273,24.015560456462747,6.0,7.25,0.0,65.11022652506063,53.89484301937474,0.0
2012,1126,41.47407557515356,41.05061417979273,41.09190146619375,53.706930082211834,45.76666418174489,42.22775717534104,43.823940327390304,52.799685181254944,19.64303771808474,59.1170827604963,21.686886774079415,63.518549844342175,23.521346382316796,61.890512094153124,26.646672776498775,94.66812049037719,74.59517648393732,183.06748672262734,23.105117753576646,1.0,3.5,1.0,42.740188578350356,45.57637172759153,0.0
2012,1127,32.684555132562565,37.301463557016916,33.06395281256868,46.335999088274406,36.940929792584726,38.363628227237946,36.49159693190548,49.49631013040019,2.265442894919211,46.847760461545725,19.599926202224182,46.05904283667603,4.002846542351598,46.96460798359462,35.642126389834175,65.81470055610214,75.88301611410408,197.51229431998473,24.09283963058706,1.0,2.0,2.0,35.68630185053615,37.764573515443956,0.0
2012,1129,50.579764196726956,47.73239136371733,50.04351491487014,53.64274532934303,51.998474003595476,48.570868176917415,51.23963215443641,52.98707004554925,39.24745707090528,65.28612855234437,36.46483598230178,61.68850563517036,38.59991780258896,65.74989827445634,43.491644134511816,72.92948372779631,75.82684203344847,194.75957069514072,23.814547702002123,2.0,7.25,0.0,51.11547337379765,55.75010309393638,0.0
2012,1130,44.56445865994468,48.331064530519555,46.41536569966277,53.72341213801199,48.90272746677403,50.67597725638421,50.489644136064456,57.246534847265146,7.731522016780737,59.87774365776474,31.862997460139738,71.49282524309173,13.364872411468987,67.42891228803519,31.853870536647516,89.4414935457088,77.34688858203621,208.88438506124243,24.510079075570196,4.0,5.25,1.0,50.58085153478806,39.57870606514525,52.41806350575658
2012,1131,51.26794644326976,48.08571397815922,49.966139454339746,53.17352309225881,54.83484042532416,48.2927656084787,52.065754827370284,53.05201211290964,29.99407965237734,73.67495550559322,43.76069672831555,54.97733832633648,34.382000973050914,56.820128519952206,29.128678802448203,77.00800900887195,74.95654619603432,190.87188862325976,23.85865190743318,0.0,4.25,0.0,51.10229626445667,54.147253527069424,0.0
2012,1132,48.47569022864653,50.414135634057324,49.642738898248595,49.32835586748306,55.571397019744985,55.55984527282323,55.731763280462324,48.93312331404797,27.566434905659346,78.9136219719356,39.273553987535685,92.88807205524125,33.74493178959483,85.90215793898702,33.449990010238565,72.18389098144422,74.54546853388266,197.69093672708775,24.94547799619277,3.0,3.5,0.0,46.36954770243279,67.87067256116265,0.0
2012,1133,40.25257462670916,47.29635640512588,43.08382675090682,55.61575408670937,45.49848222566576,49.520368466974666,48.00068388954033,60.639974440565815,27.07074384734031,59.932111696548816,34.41121980362843,61.19037873568671,30.450932075295125,64.48095801899673,34.44954709940148,91.67199657475555,76.02233036892963,198.64183235455218,24.16913074507474,0.0,3.5,0.0,44.84721520911126,55.6519757984419,0.0
2012,1135,44.79487248258755,42.99623029613105,43.31867405531288,46.570699624340214,45.9236661818571,42.02010535750209,43.286497647302646,45.78213781588112,27.099333828757523,54.44090310397572,32.88726573331903,65.09565318471792,29.440122274121276,58.17160676017921,35.608357921351114,65.20211506408235,76.1400977017772,194.27088620076773,23.552266061321873,1.0,3.0,1.0,40.35150618995289,49.79324072299328,0.0
2012,1136,36.065097376313,31.352971753513938,33.93985305152495,47.76176244508685,41.83496956911274,30.008715320015092,35.53244447140189,43.26138225033665,24.0182302500919,58.569755430903164,15.560621636188962,42.381917305214124,22.74690756590367,48.42219570428838,24.74989474829621,83.43584150349744,76.57173358712144,196.2975491346011,23.550792421497725,0.0,2.0,3.0,33.96767790915144,38.53384971830623,0.0
2012,1137,55.74382319176428,54.53724348378854,55.83968265325621,53.733869258876155,58.57746079927669,56.1805184312925,58.498075756335616,57.10143204485118,35.80292565067506,89.75825089185932,36.78707521675928,94.16691775168465,43.66160290358761,99.32585741004195,33.8100701024494,118.08308604694591,77.69451618856215,209.1323786727397,24.36201677020592,3.0,5.25,0.0,47.33987041871308,83.02295240937953,0.0
2012,1138,58.560187025427524,58.378882443679224,61.23521841391559,53.288240047688284,60.665772961976316,60.31922388026104,63.65972008441031,52.60308259477052,37.87151316105098,91.70804764849592,32.29904561164812,100.4643220667476,38.3584726930849,108.83927356730237,33.35942468470482,68.39501831123641,77.38736117029094,206.85300099174043,24.24452338523717,2.0,4.0,0.0,46.690465077054654,90.8441297679199,0.0
2012,1139,48.12862711143616,61.99468104966021,54.91669875407504,47.46074517348259,51.679786616876164,65.54489142145391,58.788686155402225,48.10586878146186,29.23937924949154,71.53118438648893,42.45722728586898,85.60121078478076,34.93968700502816,77.91710706002337,24.23319137684346,62.053533944827805,76.79914001475721,208.17054971133257,24.810170557987604,3.0,5.0,0.0,53.40431459695087,58.90640365861701,74.53172980383268
2012,1140,57.785147326950415,61.242272607736574,62.5664961454818,58.648823753997576,61.64480182337509,64.89679935999997,67.01413637326166,57.50239734092855,38.2230463001317,88.04533196809614,30.55739644414223,93.64023471638137,32.16661893218735,97.06971027675314,37.42305751942638,77.25910464266497,78.1214840833628,211.17258191875146,24.320600222540083,7.0,4.5,0.0,56.98294075568122,79.32446747149453,0.0
2012,1141,32.79036231736361,41.845223552392824,33.740107798096766,46.08849106069682,35.00121064110299,44.580438410821614,36.63744977498785,44.450522598757196,19.03297943605079,43.16965730273436,24.906676361513167,61.565742514380595,17.419433396893787,51.184054441758846,37.55070629860143,71.99491831153294,75.83399686201471,198.56851626509322,24.166141494805732,0.0,1.5,2.0,28.507816236877055,44.39671453483876,0.0
2012,1142,49.62263613368386,51.19613376856799,50.8566517305651,52.3323419448892,52.77504177933961,53.004153458993116,53.15927759011783,50.66679334429354,33.66968495452385,67.56943847738327,31.31063737872444,77.88627617425865,34.7336071165834,72.45211025880367,35.582390909274594,71.65302178928282,76.30305721808341,209.33024766314037,25.240426136665256,2.0,6.5,0.0,46.39674498062102,63.03446995557672,48.77799017073061
2012,1143,60.944826868770235,63.7228392843208,62.04354743488155,45.89508747067809,66.84648772759795,65.89553447349942,66.30429781171595,46.653502847054014,33.17557826078885,87.45268571831045,41.69591699064836,88.97669129219557,37.58152544683538,78.11379906389017,27.002928751009467,59.08988686727952,77.09269626351713,210.86901553907643,24.889064061972302,2.0,5.0,0.0,70.08046629559706,59.30150672992634,0.0
2012,1144,54.23350777197745,45.919904661724516,50.2724004871531,48.44034729120949,61.35648042249157,51.10393098563054,57.7601563009932,49.20649955941863,25.978551001411187,91.04954764258113,31.884966801051423,94.63107141812691,25.619985675789753,105.43943264678455,31.14673642257094,80.98091557631074,75.91436343438899,195.81590697631913,23.96198783953375,2.0,2.75,0.0,47.82237983474558,87.8442347456921,0.0
2012,1145,44.1016738990979,37.46821295568116,40.21780328319129,46.055185602343705,47.19182441419373,36.17051204590257,40.620637362628784,40.47689197120166,25.89174952378276,58.65339791123951,20.55760359663135,56.502738659885836,28.939044209763548,52.59988576147989,28.35510168902992,81.92408533552059,75.13270242560452,199.00064542785572,24.775574274625406,1.0,3.25,2.0,39.46329117368614,52.59988576147989,36.62175612036881
2012,1146,37.79717256088734,36.400179198226006,34.73571657529801,55.56005460701949,40.413996285377294,37.792333059979754,37.41112153592321,55.87202082635464,22.27950431189176,60.07524719110514,21.06400185390488,55.95006454935292,17.8894214264919,60.808021587966444,38.829500725841896,81.00011269092899,75.82598378594484,190.6184762439658,23.32397563873472,0.0,2.25,3.0,35.85539620860896,42.65957908774239,0.0
2012,1148,51.1676625871744,50.57045285940431,49.78773729318319,41.41021932233301,61.963329526613286,53.25492274098425,57.77406845975139,43.2754075670292,21.996791667829815,94.00129941773898,29.602294751109152,100.93283540674616,25.12489167272614,105.76451829193203,29.963964644338848,67.75824344547142,75.3895966166986,193.9953101519464,24.031558727614783,1.0,2.0,0.0,39.43022293912705,105.76451829193203,0.0
2012,1149,53.05826263086713,48.52848178568039,51.25332562015035,51.374389062590694,57.505669648588274,51.72278686407702,55.03544899182352,49.18097068117837,32.59813410439253,89.13268838930034,22.973360535690286,105.90487460844136,35.40180196607917,100.16167714918521,28.93328749411622,74.65158808002786,74.62529124337243,192.21043132508225,24.192409939694976,3.0,3.75,1.0,45.31183239674216,66.60127112348472,0.0
2012,1150,44.418472948664096,50.250358163699545,47.30739179721702,50.18615916747149,49.77378166187405,56.447975743832345,53.76902757040128,47.861243132881484,26.194298251226726,68.73485644689762,27.979252824083698,80.41386032019506,27.065019978682514,78.73711788315734,35.16811427983151,69.1338448021622,76.87521847008009,201.10210696307857,23.860612497651662,2.0,5.75,0.0,49.96156121124045,61.32532832944476,0.0
2012,1151,48.76322833061368,50.14489649805067,50.260050931350605,58.70645098705644,48.64986540212706,49.40061227639163,49.65586527436541,56.929567040697606,41.18469751816622,55.32209134261386,34.287793846702506,58.61576579294389,38.73810969524395,58.68214357133657,39.6352802375377,81.61278854188335,76.86195787794797,203.6150146362295,24.199595716948867,3.0,6.0,1.0,47.76314151309915,52.14021954818861,0.0
2012,1152,35.508250487845515,41.130743277562324,36.35763882029983,47.39705942306593,37.764106101855795,41.70646096903351,37.97988411643515,46.85286231059922,23.281811874088998,48.083440630944715,17.98282523093348,66.35466890248668,23.92526894183906,56.61205053466274,35.608976270833594,68.50473184752286,75.68234702300234,198.6712879560701,24.404126921232926,0.0,1.75,2.0,28.30365750152789,46.63092635740306,0.0
2012,1153,58.415202920130156,68.31447923321282,63.21299998283157,51.34784066084986,63.502047454363364,72.19259101947571,67.82592431203653,50.2147868594376,38.92370971319962,80.59028861861142,37.845693670979934,88.04977215719822,40.160676448033456,81.70651565942592,28.663886526811094,79.43487129934907,76.63309795949364,212.23713448808007,25.31436107078635,2.0,6.5,0.0,70.14290195261974,66.31227652295232,47.16111285915323
2012,1154,35.529467838421255,32.79426871258575,32.14560790109364,55.9118257295242,36.64164437644139,32.55190344271877,32.64312603272507,51.754930515710825,26.386137121354576,44.1690335731909,17.94814315504562,45.72634029728233,20.86227522487015,41.530538581077835,35.71983902958086,120.24693740890048,73.63213303947187,189.05240812005792,24.458585860857955,0.0,0.75,3.0,31.477070456556255,36.12317047543888,0.0
2012,1155,54.51616490250076,62.627241687151404,59.44854706064353,43.43861389572389,60.92662205177396,66.54209287437143,65.50626758357225,43.17773899742368,33.23973251519999,84.95163716407274,38.72078898432841,82.37768313175047,39.42794151146758,90.43808788453538,34.7569793518931,61.1572833365562,76.22303321478466,210.98210627115128,25.474280006668877,4.0,4.25,0.0,70.52796508471296,59.70452571247941,0.0
2012,1156,53.66792516595028,55.80008511767766,55.016237423193004,45.811543354199785,58.24700360976575,57.35760150454876,58.18031273809992,43.954617522526895,34.404883858164055,89.18056729608202,44.649344865053294,84.41009019008568,39.84948092507735,76.51850922223076,30.85152578669214,70.31456994144912,76.54259971660527,208.77569172713157,24.961545132783765,4.0,6.75,0.0,59.30391509296612,57.05748556248623,0.0
2012,1157,50.46665658651715,48.66735528243635,49.960098307283054,50.6407308316335,55.85433470843832,51.54589459403073,54.52703586219507,49.477267250255586,27.390623933675354,81.48044395257644,33.43940699694148,64.51352994582153,30.380184726622108,75.2744439324336,33.15773947456799,65.1234375321483,75.62792607560017,201.81802641825615,24.752685745390277,3.0,5.5,0.0,52.14947760968184,60.38542230554041,59.16567568432607
2012,1158,54.46400412601155,51.43172809728477,53.858177367051496,46.20060301531647,58.579392040962574,52.437981525822224,56.82213778205189,44.39209549895987,40.70019202701448,80.92904332571555,39.35745461712487,59.63291990664348,42.960427390170686,73.23161775882967,33.110561124062684,52.47923230392794,75.84907781463066,192.2591949319418,23.6079178673189,1.0,4.75,0.0,56.04495933755019,58.130329629097936,0.0
2012,1159,43.851294866411806,31.364085828438004,35.10868922580799,52.042227744905176,44.841750857456674,29.008398089264475,33.752638784798116,46.096036016804476,30.941876851235307,56.294862806945375,14.041055929376128,49.356322486198735,20.76978540622572,50.09581301214793,30.543882771487052,82.54545446300065,74.68129677151441,193.38018857005906,24.35458533843804,1.0,1.25,2.0,31.13803884246909,41.036062796184325,0.0
2012,1160,57.1482169820395,62.259025552655814,61.232539607037666,53.24023325662131,61.525902000466175,67.38534289592666,66.23696659774149,51.14703821972116,36.481886357264045,89.59605555546358,40.22813469507488,136.87178566801458,38.17554090505106,114.60558155708274,25.277951648270477,69.23487951472775,77.20228174439853,202.1511504755006,23.839710584985163,3.0,4.25,0.0,55.71069774260436,88.93418823731798,0.0
2012,1161,68.35008992967809,51.44489064767621,61.89831900347584,42.92640591542353,69.59738397304152,51.421619253035146,62.44944043852736,41.217411017859035,52.67042977372842,90.75014635089306,26.85174295703729,87.7153039461993,35.648326810736414,102.6099070044207,25.12103799839623,80.61873547189339,75.69467704755668,200.82248217951917,24.552779750221926,2.0,3.25,1.0,47.39444099703231,83.24852122146842,0.0
2012,1162,43.27505324567686,46.83097166444522,44.68034903681813,52.45071496287976,44.96507006423311,45.935655580975975,44.76441560395325,48.12220896272811,16.203546036370163,73.76966172932858,25.12813481477069,60.984675781900435,18.250786065495877,56.05388149720591,28.76482961153855,106.7156576487709,75.89052136573405,204.50500107625942,24.947485738581022,3.0,5.75,1.0,42.601157958136376,49.45776662637356,48.626955715721316
2012,1163,58.26682044712597,63.23334585673843,60.56707479529366,43.44141728350319,62.437600536387244,66.15211098692949,64.16144174757072,40.50861555474379,41.21915051640861,83.86836543939793,38.90912477640166,91.49069575345973,45.30872126956466,77.132826002535,27.424775086081784,92.51715482049502,77.03643216000299,202.96247143135102,23.98477491715951,5.0,8.25,0.0,64.90543491012764,58.35242366511563,70.63105662793664
2012,1164,50.9233581318252,33.45824188237988,39.332972253785556,40.084387920676484,55.821616822019216,34.34483341288979,42.20684819834,36.88288703375336,27.51849793324111,74.21610412062806,16.114621320838587,47.168137215273255,16.402399324586312,54.50801712834669,23.738768354185407,59.508324087097336,75.46805349350635,202.7812825665469,25.003638114068245,0.0,4.25,2.0,38.6881448541578,45.866427834115925,0.0
2012,1165,47.881524062184795,47.37879321460137,47.96491570160965,52.41827999842195,52.34734324750033,48.245379275025584,51.10600207557446,51.172459581224395,31.38871201736704,68.03183419932299,38.5442270639999,59.83019145872047,33.362541225983506,67.06505424099538,44.08088557633346,69.67676521046616,74.43633767324654,184.45518689626206,23.42066806710547,1.0,3.25,0.0,51.145048846200055,50.793686938189715,0.0
2012,1166,67.66826372134541,43.99330719356103,55.18425500913534,35.5167876531448,74.39003678481015,45.45022883864602,59.359527729868674,32.06548562848104,44.69556000282113,113.52766565458035,29.060298082097493,59.69798639626031,40.94889322381517,88.37253199815515,20.42002321027668,53.573420785338655,75.68991452991453,200.54273504273502,24.554990657773633,2.0,5.0,0.0,52.106572739983164,77.3925004460798,0.0
2012,1167,52.69018394719167,42.12706762330353,47.62146125879848,50.58922661580196,54.12115587063328,42.38571601070613,48.31196644122624,50.017190748617125,34.26342198987464,69.69663488164626,27.78633806280777,59.19444955437638,31.4067061512022,65.13516339464023,29.03581914447787,77.61508934928935,75.06832650901248,188.06945865953372,23.45242147274122,3.0,4.5,0.0,45.893544924718114,57.90026953013829,0.0
2012,1168,57.898569965239425,44.184847439859155,50.658091474675494,44.69814175018349,59.92656887211011,45.38971329365149,52.24485209050756,43.6304752116404,44.37698700680943,84.71901816916437,28.738935843081048,65.8939014071678,36.24752726487808,69.46366992585516,26.04447244343531,92.59357354051645,76.0124326484047,201.62497557466,24.501127915707468,0.0,6.25,1.0,50.28656997058857,55.10009990062422,0.0
2012,1169,41.038284935573856,43.52580905342156,41.580055408782876,51.87138219982016,44.3428018880908,42.55813030352228,42.818003285306574,48.60079459635839,29.22116973365239,62.86162190373285,28.603880876370496,60.45333592842437,32.380906790468586,56.86114942542546,30.801415750905974,112.12295758023848,75.93185879654139,197.67440707674305,24.071784945230977,3.0,4.0,0.0,42.65959205733033,43.018324367696984,0.0
2012,1170,48.402664927585114,38.6931671286345,42.48271787890796,52.60595803800422,52.10709042273851,38.24252498210316,43.67443386394936,44.89387077823199,8.841347744583139,68.69944739815135,19.619687980304615,52.84671937368115,9.552510460938912,53.33631548072566,22.78602638418163,120.45115190932374,76.20025542275161,201.61718998634973,24.375239546568825,0.0,5.25,2.0,42.552870948561335,47.728667162919784,0.0
2012,1171,40.12515764791483,48.41544392034933,44.690232243298595,64.00614978732067,41.224661040810126,50.089555444672506,45.99106145753736,62.48754866070116,29.654707440142634,54.047881600418265,39.431300487051715,79.33515460824016,36.36453310889132,59.68873693298204,29.804056569085407,111.3943521953245,76.61414999884427,203.2179836081329,24.337593559711106,1.0,4.0,0.0,39.52850626157079,54.415011980295034,0.0
2012,1172,57.81087746431378,51.39535204162386,55.86204735636694,58.00682767285254,60.14130844795535,51.51903948031524,57.063222755514765,56.74271551662618,39.11220665711558,81.32010324059297,27.991752679298443,85.0196129601369,35.63162768445371,91.73393673545826,29.71249469975534,110.48731161040863,76.97799115048299,203.18978259641517,24.070088110277787,3.0,5.25,0.0,48.477733868250645,78.66304899631697,0.0
2012,1173,55.93673545380037,48.96387903081306,52.52377204736873,42.755356720357355,59.261170902931106,49.17887462676582,54.60765232398298,42.43445108094976,36.224245249120806,87.0343057599554,33.370773404312025,61.96016997884719,37.82220446898373,73.62160672437683,27.319388671867458,59.07401868298503,75.13611383608182,200.6783965469171,24.96133333759714,1.0,4.5,0.0,49.959043463516686,62.76625169153293,0.0
2012,1174,42.95053022864429,44.62713427030208,41.94158321137991,45.280779690741596,48.59670146381936,44.09432068900275,45.750638940071546,47.13537535494498,22.94982836115373,67.64541693880926,31.824499147771466,64.16356359619483,25.619450475306063,71.7477705742222,34.898459119163455,53.82549148024204,75.00649026925014,199.73571220266848,24.94179903477664,1.0,1.75,1.0,48.699745415699546,29.55723323338424,0.0
2012,1175,49.461669150512854,47.820596097751725,48.20917179773524,50.00224484561888,54.866702967499975,52.297737899332276,53.21479677049914,46.82337722914921,28.400404717719663,76.31933940377235,25.441489059010987,93.37179007357108,29.1098621422443,86.70076447204053,29.259261717692297,93.71304689122579,76.19271878094216,195.02592912074158,23.57487232084535,1.0,4.0,2.0,45.77272485751206,71.58600820278728,58.60122981433585
2012,1176,62.64698919881987,51.349864088806676,57.63592443482598,48.661871196894516,67.59340105937753,53.27645723528363,60.845304319961244,46.431277867967175,43.4951837291728,87.84110658486745,35.210640606856145,82.43783939865374,38.936294639138,87.21737742126585,22.91470250861178,66.6110221852555,77.51210376470195,202.36689446911407,23.697087153537478,3.0,4.75,0.0,55.81846335455355,69.02455077263349,0.0
2012,1177,52.498630458319276,45.34471078163496,48.48301146052205,46.91910539836223,57.042371399553204,45.71968441628842,50.95108278709291,44.34845989614758,25.135380859267812,73.32726091179332,36.09003899899296,57.35463235705107,28.118001195626462,57.94180565505475,27.993413458886977,76.32067455114765,75.78627152242882,193.52168837156032,23.689926276120026,1.0,5.5,0.0,50.83377138269584,51.119737661376725,0.0
2012,1178,55.427460648241734,49.786124249793154,53.09878884883345,50.78080133641566,59.4164135731848,50.367959003390624,55.129082760553885,46.586153154918804,31.475410204386126,87.46181097306567,37.859936773073414,62.80584808898815,34.738653757424885,73.61774634544307,30.79854297982087,76.92503576843264,77.25357133773622,201.2181758836147,23.673362079618837,3.0,4.5,0.0,55.154643779435816,55.097717267339036,0.0
